transaction_amount,merchant_category,transaction_hour,day_of_week,is_weekend,customer_age,account_age_days,previous_transactions_day,average_transaction_amount,credit_limit,amount_vs_average_ratio,time_since_last_transaction,location_risk_score,is_fraud
13.57,16,19,3,0,18,108,1,20.57,500.0,0.66,6.3,22.3,0
6.22,0,11,3,0,25,987,2,10.0,500.0,0.62,18.2,3.2,0
227.27,5,2,3,0,49,81,2,10.0,500.0,22.73,4.8,17.4,0
3.62,1,9,3,0,52,262,2,10.87,500.0,0.33,41.7,22.0,0
6.13,0,6,5,1,30,214,2,19.25,500.0,0.32,2.4,26.3,0
20.79,14,2,1,0,19,200,2,19.97,500.0,1.04,18.0,19.2,0
41.73,3,5,2,0,56,94,0,10.0,500.0,4.17,9.6,13.4,0
2.31,2,17,3,0,40,751,1,10.0,500.0,0.23,60.2,25.0,0
3.32,12,5,4,0,28,403,1,10.0,500.0,0.33,27.2,28.2,0
8.53,15,8,2,0,43,175,0,46.4,722.23,0.18,8.0,33.2,0
8.55,16,22,2,0,40,143,2,17.93,500.0,0.48,7.1,9.3,0
23.3,7,12,0,0,60,2,1,27.31,500.0,0.85,24.6,6.6,0
76.44,7,12,4,0,55,499,2,37.22,705.03,2.05,6.3,1.0,0
5.64,11,12,3,0,20,265,0,10.0,500.0,0.56,15.8,29.8,0
26.93,7,19,1,0,46,454,1,13.35,500.0,2.02,4.8,15.5,0
22.0,4,0,6,1,58,186,2,28.81,500.0,0.76,1.5,23.4,0
64.83,1,7,4,0,49,662,3,11.7,500.0,5.54,0.2,11.8,0
143.36,10,20,5,1,45,260,1,35.35,500.0,4.06,8.3,9.3,0
24.34,11,23,4,0,59,246,0,10.0,500.0,2.43,3.6,20.4,0
2.02,15,11,5,1,80,665,2,10.0,500.0,0.2,3.8,47.9,0
24.0,2,1,2,0,51,190,1,12.96,500.0,1.85,8.0,23.2,0
1.49,16,14,3,0,69,30,3,74.66,582.78,0.02,21.4,6.1,0
5.9,4,11,6,1,61,144,4,10.0,500.0,0.59,2.8,19.1,0
90.05,14,2,6,1,24,552,1,10.0,500.0,9.0,14.2,32.7,0
9.25,7,2,0,0,28,160,4,10.0,500.0,0.92,10.9,16.7,0
4.23,2,2,1,0,22,112,2,10.0,500.0,0.42,12.8,15.8,0
23.88,9,14,2,0,51,446,1,11.97,500.0,1.99,0.8,22.9,0
12.81,5,13,2,0,18,121,0,10.0,500.0,1.28,14.7,31.8,0
5.57,1,15,2,0,52,825,2,14.07,500.0,0.4,19.9,24.0,0
10.68,5,2,0,0,18,518,1,10.0,500.0,1.07,3.0,34.8,0
5.06,9,2,1,0,46,46,1,58.73,709.27,0.09,15.4,35.0,0
6.91,15,15,0,0,21,678,3,29.24,500.0,0.24,4.8,3.1,0
12.97,3,21,4,0,72,97,2,10.0,500.0,1.3,24.0,7.2,0
9.44,16,20,6,1,41,93,4,10.0,500.0,0.94,2.5,10.4,0
66.11,2,0,2,0,48,735,5,10.0,500.0,6.61,11.1,17.1,0
635.08,12,3,4,0,38,490,4,10.0,500.0,63.51,38.3,32.2,0
52.36,3,0,0,0,37,15,2,13.0,500.0,4.03,48.8,3.1,0
8.94,14,2,5,1,49,211,2,21.76,500.0,0.41,3.6,22.0,0
49.3,7,21,5,1,35,547,2,10.0,500.0,4.93,36.5,10.4,0
102.67,9,18,2,0,41,396,2,10.0,500.0,10.27,0.5,25.8,0
114.27,4,1,5,1,64,56,2,28.75,500.0,3.97,2.6,23.5,0
5.68,2,17,6,1,24,665,1,11.41,500.0,0.5,30.4,23.9,0
12.57,7,3,5,1,40,887,1,70.23,1231.97,0.18,33.7,12.9,0
11.07,8,19,3,0,42,118,3,10.0,500.0,1.11,1.8,15.1,0
180.21,18,6,4,0,31,137,4,39.8,500.0,4.53,16.2,28.2,0
5.2,2,9,6,1,39,583,3,12.5,500.0,0.42,6.0,8.9,0
2.14,15,17,6,1,42,196,1,10.0,500.0,0.21,1.4,3.8,0
27.71,12,9,4,0,33,116,0,10.0,500.0,2.77,2.0,18.9,0
285.37,2,21,5,1,45,36,0,10.22,500.0,27.92,7.4,12.1,0
121.86,1,0,3,0,50,303,2,23.55,500.0,5.17,11.9,36.8,0
193.59,18,12,4,0,44,426,4,24.97,500.0,7.75,16.3,23.4,0
13.97,9,7,5,1,26,233,1,10.0,500.0,1.4,1.6,8.0,0
43.3,16,16,6,1,50,576,1,10.86,500.0,3.99,17.9,5.8,0
7.28,8,4,1,0,23,176,3,23.36,500.0,0.31,14.3,6.9,0
20.48,2,22,4,0,37,218,0,17.72,500.0,1.16,9.7,34.3,0
12.97,13,2,2,0,38,244,4,22.05,500.0,0.59,22.2,36.4,0
96.1,15,22,4,0,56,455,1,10.0,500.0,9.61,2.3,7.9,0
68.73,12,14,4,0,30,33,2,21.82,500.0,3.15,11.9,17.7,0
6.75,19,1,1,0,28,141,1,18.88,500.0,0.36,32.0,22.8,0
12.04,11,22,3,0,18,298,0,15.08,500.0,0.8,0.8,17.1,0
1.4,13,7,5,1,42,980,3,10.0,500.0,0.14,32.3,21.8,0
111.28,17,14,0,0,23,18,0,20.06,500.0,5.55,4.7,1.4,1
62.5,12,20,1,0,34,732,3,10.0,500.0,6.25,2.2,15.9,0
21.52,12,12,5,1,49,202,1,92.47,1008.69,0.23,12.1,38.5,0
58.53,11,5,1,0,35,1413,2,10.0,500.0,5.85,32.9,12.3,0
3.67,6,7,0,0,28,296,1,10.0,500.0,0.37,1.8,15.5,0
2.01,17,1,2,0,18,416,2,10.0,500.0,0.2,0.4,29.4,0
38.03,3,21,2,0,54,739,6,15.07,500.0,2.52,11.7,15.2,0
63.5,7,8,3,0,41,462,1,24.45,500.0,2.6,3.8,8.7,0
3.18,18,18,6,1,38,146,2,10.0,500.0,0.32,13.5,10.7,0
8.5,15,11,2,0,51,346,1,10.0,500.0,0.85,1.3,9.7,0
12.18,8,2,6,1,32,235,0,10.0,500.0,1.22,3.5,15.5,0
20.48,14,1,1,0,47,1044,0,39.13,500.0,0.52,29.6,16.7,0
18.34,5,12,3,0,37,106,3,10.0,500.0,1.83,11.6,6.9,0
2.45,10,22,6,1,39,170,3,11.36,500.0,0.22,37.8,6.7,0
23.91,8,1,5,1,33,127,2,10.0,500.0,2.39,1.8,20.4,0
8.42,8,21,5,1,39,227,0,22.77,500.0,0.37,19.6,46.4,0
108.6,6,19,1,0,50,265,2,13.39,500.0,8.11,0.1,30.0,0
111.0,18,17,0,0,28,264,3,16.8,500.0,6.61,9.9,16.1,0
2.25,5,5,3,0,76,100,3,10.0,500.0,0.22,8.5,2.5,0
158.76,12,20,2,0,46,36,1,10.0,500.0,15.88,2.9,38.7,0
45.11,18,6,0,0,33,28,3,162.87,2002.73,0.28,38.3,13.4,0
155.96,15,2,0,0,55,150,1,10.0,500.0,15.6,18.5,34.3,0
2.15,9,8,0,0,28,508,3,20.58,500.0,0.1,11.3,24.2,0
15.71,15,20,0,0,45,825,3,13.74,500.0,1.14,4.4,52.5,0
61.14,0,17,5,1,27,309,3,10.0,500.0,6.11,1.8,7.6,0
42.06,1,13,5,1,33,52,2,42.74,815.65,0.98,3.6,19.0,0
18.56,8,23,4,0,22,660,0,10.96,500.0,1.69,17.7,3.2,0
44.49,6,17,6,1,46,4,2,15.58,500.0,2.86,5.7,17.1,0
63.93,2,9,1,0,32,14,2,10.0,500.0,6.39,34.4,21.5,0
26.15,3,17,4,0,19,16,2,14.79,500.0,1.77,15.8,6.0,0
55.59,3,10,4,0,40,303,4,10.0,500.0,5.56,15.5,4.2,0
10.33,13,18,1,0,50,113,4,20.04,500.0,0.52,1.5,15.5,0
94.0,17,16,3,0,18,42,2,10.0,500.0,9.4,11.2,8.7,0
35.83,9,13,6,1,48,407,2,42.15,626.29,0.85,0.4,11.5,0
5.37,9,1,2,0,38,40,3,13.78,500.0,0.39,8.4,22.9,0
181.19,4,23,6,1,32,275,1,26.49,500.0,6.84,12.9,8.1,0
17.13,19,9,6,1,33,224,0,10.0,500.0,1.71,8.3,23.8,0
57.64,3,13,0,0,18,618,0,15.87,500.0,3.63,35.1,1.1,0
38.98,4,5,0,0,73,49,3,20.79,500.0,1.87,14.3,30.3,0
21.45,15,18,5,1,33,381,5,18.47,500.0,1.16,8.8,6.9,0
26.81,5,9,1,0,27,1183,1,20.75,500.0,1.29,13.4,16.6,0
16.15,12,15,0,0,22,75,1,51.2,890.49,0.32,7.8,14.3,0
69.65,9,5,4,0,47,161,2,15.23,500.0,4.57,3.4,15.3,0
1.0,11,23,5,1,45,1680,2,30.57,500.0,0.03,25.5,14.4,0
283.46,2,13,0,0,39,432,1,10.0,500.0,28.35,49.3,24.2,0
33.19,10,9,4,0,51,35,6,10.0,500.0,3.32,1.2,36.0,0
13.67,6,3,1,0,23,262,2,17.58,500.0,0.78,46.2,26.5,0
9.21,19,13,1,0,43,1111,3,10.0,500.0,0.92,1.7,12.5,0
49.0,1,2,6,1,28,217,0,29.18,500.0,1.68,0.5,44.0,0
158.55,16,22,0,0,55,336,1,10.0,500.0,15.86,19.0,7.1,0
277.88,1,13,2,0,57,1545,2,10.0,500.0,27.79,33.7,14.9,0
3.15,14,13,5,1,61,327,2,10.0,500.0,0.32,14.0,12.6,0
451.87,15,1,3,0,28,91,1,10.0,500.0,45.19,17.7,27.8,0
75.58,16,19,3,0,46,852,2,10.0,500.0,7.56,4.8,9.3,0
4.25,8,9,5,1,21,182,5,155.75,784.95,0.03,3.2,16.4,0
9.73,13,19,5,1,23,103,3,40.42,708.32,0.24,25.3,9.9,0
47.32,0,16,6,1,59,6,4,10.0,500.0,4.73,12.6,53.0,0
63.89,8,18,4,0,49,605,1,10.0,500.0,6.39,7.5,35.4,0
4.85,19,15,1,0,18,75,0,29.21,500.0,0.17,0.8,32.9,0
94.2,1,0,6,1,62,41,2,12.27,500.0,7.68,0.1,8.3,0
1059.55,1,7,6,1,21,651,5,10.0,500.0,105.96,22.5,38.5,0
32.04,18,12,3,0,53,382,1,34.32,533.61,0.93,7.6,6.8,0
4.58,4,5,5,1,32,314,3,31.16,500.0,0.15,12.3,33.8,0
29.4,1,2,4,0,63,188,2,10.0,500.0,2.94,9.9,19.0,0
13.3,12,5,3,0,39,582,2,10.0,500.0,1.33,0.8,15.2,0
4.0,17,8,5,1,46,457,2,12.8,500.0,0.31,3.3,10.5,0
1.2,6,15,6,1,48,661,3,16.52,500.0,0.07,14.1,46.7,0
7.07,1,13,6,1,51,106,0,22.09,500.0,0.32,20.8,17.6,0
1.43,9,18,4,0,57,324,4,10.96,500.0,0.13,21.6,1.4,0
24.14,16,12,4,0,33,224,1,10.0,500.0,2.41,35.9,2.8,0
133.26,11,10,4,0,39,1839,2,10.0,500.0,13.33,11.0,18.6,0
57.54,2,9,4,0,18,1237,1,26.88,500.0,2.14,1.7,18.8,0
236.34,15,0,4,0,23,115,2,10.0,500.0,23.63,10.0,24.5,0
6.9,16,19,5,1,18,125,4,10.0,500.0,0.69,1.4,25.1,0
194.22,1,7,5,1,21,350,1,10.0,500.0,19.42,69.9,18.8,0
4.9,14,7,5,1,43,364,2,38.48,500.0,0.13,2.1,31.1,0
32.35,6,18,1,0,18,248,0,10.17,500.0,3.18,12.2,10.2,0
2.4,13,2,5,1,18,283,3,29.22,504.4,0.08,27.9,31.2,0
8.22,17,23,3,0,33,1020,0,10.0,500.0,0.82,9.1,19.9,0
43.06,3,16,4,0,58,52,1,10.0,500.0,4.31,38.2,17.2,0
12.49,15,15,4,0,31,782,4,10.0,500.0,1.25,17.1,25.7,0
6.63,1,21,2,0,32,575,3,10.0,500.0,0.66,18.4,15.8,0
1.49,0,18,3,0,57,249,6,33.26,500.0,0.04,3.1,34.1,0
60.37,5,18,5,1,53,908,1,21.46,500.0,2.81,7.5,10.6,0
2.14,3,17,5,1,40,658,0,10.0,500.0,0.21,0.6,36.9,0
180.36,12,17,1,0,60,421,4,10.0,500.0,18.04,11.6,18.6,0
63.99,11,1,2,0,43,1408,1,43.52,812.63,1.47,25.4,8.9,0
21.8,12,4,2,0,37,357,1,10.0,500.0,2.18,5.4,4.2,0
10.6,19,20,3,0,37,562,0,20.76,500.0,0.51,43.6,7.5,0
47.54,14,10,4,0,57,525,0,23.74,500.0,2.0,7.7,21.3,0
8.31,13,12,3,0,58,117,4,32.95,593.68,0.25,1.1,39.2,0
2.35,10,5,5,1,80,72,3,12.64,500.0,0.19,1.9,20.5,0
13.96,1,7,2,0,80,1975,1,20.3,500.0,0.69,22.2,16.6,0
16.06,12,2,2,0,18,567,1,10.0,500.0,1.61,1.7,31.5,0
8.38,0,7,4,0,37,275,4,11.77,500.0,0.71,7.4,22.4,0
45.5,14,23,6,1,44,50,2,10.0,500.0,4.55,4.8,19.3,0
1.0,12,6,0,0,24,536,2,11.0,500.0,0.09,24.7,23.0,0
6.89,10,17,3,0,46,891,1,21.91,500.0,0.31,14.3,12.4,0
3.7,5,8,2,0,25,264,4,18.24,500.0,0.2,2.8,17.1,0
1.37,13,15,3,0,37,1826,0,12.26,500.0,0.11,15.8,38.1,0
13.7,11,5,2,0,56,96,2,10.0,500.0,1.37,7.9,22.6,0
56.53,17,18,2,0,40,86,2,17.17,500.0,3.29,43.8,28.9,0
262.04,16,18,1,0,28,649,2,14.59,500.0,17.96,24.1,23.0,0
269.9,15,0,6,1,58,165,1,38.08,543.63,7.09,4.5,5.5,0
36.65,12,8,2,0,36,64,1,10.0,500.0,3.66,8.4,4.2,0
51.41,13,9,1,0,46,284,2,16.51,500.0,3.11,14.1,16.8,0
19.2,1,7,5,1,43,447,2,15.0,500.0,1.28,33.7,13.8,0
2.2,5,12,0,0,45,125,3,15.83,500.0,0.14,6.2,12.4,0
10.84,17,13,3,0,22,41,6,16.33,500.0,0.66,27.4,40.0,0
1.0,6,5,2,0,29,423,3,10.0,500.0,0.1,1.0,11.2,0
1.25,17,20,2,0,55,302,4,33.58,576.99,0.04,3.8,19.7,0
37.82,16,14,6,1,54,153,5,16.35,500.0,2.31,1.8,24.0,0
40.05,1,21,6,1,80,6,2,45.02,862.26,0.89,12.9,23.3,0
3.88,3,14,2,0,46,141,2,28.29,529.5,0.14,3.7,12.8,0
56.11,13,22,6,1,44,281,2,10.0,500.0,5.61,1.6,12.8,0
9.61,18,5,5,1,40,41,1,21.37,500.0,0.45,13.9,3.4,0
1.0,17,22,5,1,38,612,3,10.0,500.0,0.1,6.0,53.5,0
29.71,2,14,0,0,27,96,5,14.62,500.0,2.03,3.4,18.7,0
19.79,7,2,3,0,54,456,1,45.12,500.0,0.44,0.6,9.2,0
75.84,11,22,1,0,26,688,2,14.25,500.0,5.32,16.5,28.8,0
63.39,18,0,2,0,32,76,2,10.0,500.0,6.34,30.7,66.8,0
1.0,4,14,5,1,27,198,0,10.0,500.0,0.1,3.4,25.8,0
39.68,9,20,3,0,36,135,2,36.7,679.95,1.08,7.6,44.9,0
3.62,11,16,2,0,38,400,1,78.24,652.46,0.05,6.1,13.7,0
31.7,11,8,2,0,34,78,1,10.0,500.0,3.17,13.3,10.1,0
22.82,15,20,3,0,32,246,0,10.0,500.0,2.28,28.5,17.0,0
18.5,0,8,1,0,18,319,3,26.48,500.0,0.7,38.2,17.5,0
4.73,8,16,4,0,52,154,2,42.14,795.92,0.11,3.1,33.4,0
50.33,9,7,1,0,44,770,2,15.13,500.0,3.33,4.9,22.0,0
319.06,2,2,5,1,58,367,3,24.63,500.0,12.95,3.6,19.9,0
13.44,9,8,3,0,19,231,1,10.0,500.0,1.34,4.1,12.2,0
23.18,16,4,5,1,51,5,6,44.48,789.51,0.52,17.4,20.7,0
77.27,2,2,6,1,51,318,2,12.82,500.0,6.03,4.4,16.0,0
6.49,7,23,0,0,30,657,3,10.0,500.0,0.65,5.7,16.9,0
48.31,7,21,1,0,49,129,2,15.69,500.0,3.08,1.1,11.5,0
23.48,3,3,6,1,27,295,1,16.46,500.0,1.43,2.7,38.8,0
119.1,1,7,6,1,36,620,3,37.9,500.0,3.14,21.1,16.0,0
80.02,16,19,3,0,45,486,0,10.0,500.0,8.0,6.6,27.6,0
20.54,4,9,6,1,62,463,1,11.31,500.0,1.82,8.1,7.4,0
28.76,2,5,2,0,76,719,1,17.54,500.0,1.64,2.4,15.0,0
11.64,16,1,0,0,37,234,1,49.31,751.83,0.24,1.3,6.1,0
16.61,18,9,4,0,41,170,2,13.6,500.0,1.22,14.5,9.4,0
156.73,5,18,4,0,31,513,5,28.46,500.0,5.51,54.8,4.2,0
142.22,15,11,2,0,18,924,0,12.8,500.0,11.11,32.6,11.4,0
6.04,6,1,5,1,77,539,3,20.94,500.0,0.29,5.0,15.6,0
119.98,7,5,3,0,38,362,3,14.14,500.0,8.49,2.7,22.1,0
5.81,1,11,2,0,30,22,5,12.4,500.0,0.47,11.6,17.1,0
13.48,12,13,6,1,36,548,1,10.43,500.0,1.29,22.1,20.9,0
159.11,14,1,3,0,55,126,3,14.33,500.0,11.1,9.4,15.4,0
77.69,12,23,6,1,37,263,3,44.82,541.33,1.73,60.8,12.1,0
2.69,10,11,3,0,50,67,0,17.21,500.0,0.16,2.4,10.7,0
46.03,19,22,1,0,56,1165,0,10.0,500.0,4.6,0.9,7.1,0
19.65,4,19,5,1,44,178,5,18.25,500.0,1.08,17.6,11.2,0
123.84,3,8,5,1,35,453,0,10.0,500.0,12.38,8.6,32.6,0
68.39,13,18,6,1,23,48,1,10.0,500.0,6.84,2.0,28.0,0
85.53,12,13,4,0,53,405,0,30.02,527.13,2.85,15.1,13.2,0
12.32,13,14,0,0,32,120,1,15.11,500.0,0.82,3.9,13.1,0
47.06,13,6,0,0,39,61,1,10.0,500.0,4.71,8.2,11.4,0
7.07,10,8,3,0,23,167,2,10.0,500.0,0.71,11.9,26.4,0
9.27,15,8,1,0,42,1442,2,10.0,500.0,0.93,6.6,36.5,0
4.69,7,22,5,1,48,151,3,10.0,500.0,0.47,28.3,22.5,0
9.69,17,5,0,0,46,48,4,88.35,1718.38,0.11,6.3,22.2,0
78.66,9,12,2,0,36,227,1,10.0,500.0,7.87,0.2,20.0,0
49.27,5,6,1,0,54,258,4,10.0,500.0,4.93,3.8,8.6,0
113.82,19,11,1,0,54,105,0,10.0,500.0,11.38,29.9,35.2,0
22.15,9,14,2,0,50,207,2,11.7,500.0,1.89,14.7,36.9,0
1.31,18,3,2,0,58,317,1,10.0,500.0,0.13,8.6,14.1,0
30.08,6,22,0,0,55,384,1,10.0,500.0,3.01,3.7,22.1,0
251.13,7,9,1,0,36,603,4,10.0,500.0,25.11,0.4,13.7,0
34.11,2,0,6,1,41,67,0,10.0,500.0,3.41,6.6,31.7,0
87.15,3,8,0,0,58,2309,3,40.66,500.0,2.14,0.5,17.2,0
91.65,13,10,0,0,59,195,2,13.89,500.0,6.6,0.3,20.3,0
6.91,14,10,1,0,22,100,3,10.0,500.0,0.69,10.0,43.8,0
7.96,6,6,2,0,31,74,3,14.87,500.0,0.54,17.0,11.0,0
35.55,5,1,2,0,51,37,1,16.85,500.0,2.11,5.8,37.5,0
61.94,7,21,0,0,64,43,1,10.0,500.0,6.19,1.8,31.3,0
3.59,18,13,6,1,48,640,5,10.0,500.0,0.36,28.2,8.6,0
12.82,15,8,3,0,39,174,1,10.0,500.0,1.28,5.0,26.4,0
67.7,5,3,0,0,50,1,1,10.0,500.0,6.77,0.5,40.4,0
3.03,4,16,2,0,57,45,1,10.0,500.0,0.3,24.3,13.2,0
15.25,13,9,0,0,55,651,1,16.03,500.0,0.95,0.6,22.3,0
1.43,5,2,2,0,40,930,2,20.53,500.0,0.07,2.4,35.4,0
69.5,15,4,4,0,72,960,1,10.0,500.0,6.95,14.6,29.5,0
1.99,14,3,1,0,22,220,4,10.0,500.0,0.2,3.8,46.0,0
14.61,7,22,2,0,35,10,2,137.73,2020.95,0.11,0.5,4.8,0
75.04,10,1,3,0,37,693,4,10.0,500.0,7.5,1.6,8.1,0
7.48,7,10,3,0,41,138,1,10.0,500.0,0.75,16.5,10.5,0
5.27,14,5,4,0,18,1003,2,71.6,820.62,0.07,4.7,17.1,0
564.18,19,11,1,0,43,182,1,129.2,2402.49,4.37,5.4,12.8,0
11.08,16,4,3,0,40,95,1,30.34,500.0,0.37,4.9,3.3,0
202.45,16,14,1,0,56,195,1,10.0,500.0,20.24,16.5,23.4,0
353.99,8,19,1,0,50,166,2,10.0,500.0,35.4,0.4,11.3,0
24.78,8,21,2,0,58,1344,1,136.06,1254.33,0.18,4.3,9.6,0
3.52,17,12,1,0,32,1242,5,22.78,500.0,0.15,11.7,11.1,0
6.56,10,4,0,0,30,11,0,165.89,1876.21,0.04,21.5,15.2,0
16.93,9,4,2,0,18,30,1,12.04,500.0,1.41,0.1,13.2,0
1.0,13,18,2,0,55,63,1,25.73,500.0,0.04,5.4,13.9,0
32.45,11,0,0,0,31,156,3,10.0,500.0,3.24,15.8,26.8,0
17.82,2,7,5,1,32,150,3,17.23,500.0,1.03,22.7,40.2,0
37.89,1,8,2,0,18,183,3,10.0,500.0,3.79,18.6,47.7,0
93.46,5,13,5,1,48,1427,1,13.7,500.0,6.82,4.9,10.3,0
149.04,18,6,5,1,65,1284,1,10.0,500.0,14.9,18.8,18.3,0
25.41,0,15,4,0,23,132,2,10.0,500.0,2.54,10.3,11.8,0
12.95,12,18,5,1,46,136,3,15.72,500.0,0.82,33.7,15.6,0
2.22,16,5,4,0,35,104,1,10.0,500.0,0.22,33.8,4.4,0
9.01,2,17,4,0,51,151,5,10.0,500.0,0.9,1.3,8.9,0
80.21,1,3,1,0,70,174,1,10.0,500.0,8.02,4.6,15.8,0
14.06,3,1,2,0,26,1463,2,10.0,500.0,1.41,0.2,19.0,0
17.12,3,20,6,1,40,347,4,24.58,500.0,0.7,18.3,24.7,0
23.86,16,7,3,0,45,104,0,10.0,500.0,2.39,7.0,18.8,0
22.43,5,18,5,1,49,2062,5,10.0,500.0,2.24,10.3,28.3,0
105.39,16,4,3,0,43,308,3,10.0,500.0,10.54,0.2,25.7,0
47.36,16,8,4,0,25,317,3,10.0,500.0,4.74,26.6,8.0,0
14.12,7,0,5,1,32,273,1,10.0,500.0,1.41,19.2,9.8,0
43.95,16,14,2,0,29,759,1,10.0,500.0,4.4,2.1,19.1,0
13.57,4,15,5,1,46,701,0,10.0,500.0,1.36,6.7,7.5,0
1.0,3,7,4,0,46,17,2,33.52,500.0,0.03,18.0,6.9,0
1.0,4,12,4,0,47,798,1,17.78,500.0,0.06,1.8,32.1,0
1.17,15,19,0,0,30,396,2,11.1,500.0,0.11,21.1,20.3,0
1.0,14,15,2,0,63,109,3,10.0,500.0,0.1,17.4,12.6,0
12.66,16,5,0,0,32,57,1,18.8,500.0,0.67,19.1,22.8,0
21.48,13,15,5,1,29,278,1,19.97,500.0,1.08,4.3,29.0,0
20.99,4,22,0,0,55,175,1,22.09,500.0,0.95,5.9,7.0,0
1.0,13,3,6,1,55,256,1,10.0,500.0,0.1,15.0,22.7,0
12.67,0,14,2,0,44,81,4,12.16,500.0,1.04,5.9,15.4,0
17.84,18,15,1,0,57,439,4,10.0,500.0,1.78,19.2,35.1,0
9.36,17,6,1,0,42,128,2,10.0,500.0,0.94,1.2,19.0,0
1.0,17,7,3,0,37,22,1,10.0,500.0,0.1,2.2,12.4,0
438.64,13,11,1,0,39,610,0,10.0,500.0,43.86,17.1,10.0,0
20.95,19,14,5,1,40,336,2,55.73,575.11,0.38,16.0,12.0,0
72.16,7,10,6,1,53,454,3,10.0,500.0,7.22,14.1,10.9,0
32.35,18,12,2,0,37,60,1,30.09,500.0,1.08,1.3,46.4,0
1.88,5,22,5,1,29,172,0,16.83,500.0,0.11,4.5,39.5,0
30.08,5,14,5,1,47,193,2,15.79,500.0,1.91,10.8,18.6,0
13.51,18,20,0,0,63,879,2,10.0,500.0,1.35,9.6,12.4,0
40.62,5,13,5,1,55,2066,1,10.0,500.0,4.06,4.3,36.2,0
124.39,4,2,6,1,37,169,7,24.83,500.0,5.01,29.8,18.2,0
43.52,0,23,0,0,62,546,0,29.0,500.0,1.5,29.9,17.3,0
3.41,8,12,3,0,43,635,2,10.0,500.0,0.34,4.4,20.4,0
11.0,18,3,3,0,26,466,2,10.0,500.0,1.1,2.3,13.9,0
4.32,19,16,1,0,35,526,4,10.0,500.0,0.43,1.3,18.4,0
13.17,19,16,0,0,53,201,5,10.38,500.0,1.27,24.6,9.0,0
9.27,2,0,4,0,18,421,2,75.31,1280.45,0.12,39.4,30.2,0
22.5,4,15,5,1,61,96,4,11.87,500.0,1.9,4.9,50.8,0
3.25,11,4,6,1,32,190,2,33.69,500.0,0.1,0.9,26.5,0
4.74,18,22,0,0,58,36,4,15.04,500.0,0.32,5.8,8.1,0
42.25,0,12,0,0,55,366,2,11.47,500.0,3.68,2.5,35.1,0
151.16,10,20,6,1,29,48,1,15.26,500.0,9.91,5.5,19.0,0
181.84,2,7,5,1,45,143,2,14.64,500.0,12.42,0.8,10.9,0
24.2,19,10,0,0,48,64,3,10.0,500.0,2.42,37.7,36.8,0
12.45,18,14,1,0,40,781,1,10.0,500.0,1.24,17.2,38.5,0
1.0,6,4,4,0,50,28,1,43.77,500.0,0.02,28.1,11.8,0
12.68,5,13,5,1,55,16,3,10.0,500.0,1.27,16.2,9.5,0
32.54,18,6,4,0,42,700,1,145.31,2607.63,0.22,9.3,16.9,0
165.07,9,7,3,0,40,496,1,10.0,500.0,16.51,35.5,52.3,0
48.91,2,4,1,0,25,283,4,10.29,500.0,4.75,2.0,8.5,0
4.25,16,11,4,0,47,501,3,10.0,500.0,0.42,11.0,15.1,0
59.03,7,12,1,0,42,237,1,10.0,500.0,5.9,10.8,24.1,0
120.22,0,6,5,1,71,63,3,30.51,593.67,3.94,10.9,13.6,0
4.75,11,5,0,0,33,164,1,10.0,500.0,0.48,32.1,18.0,0
8.24,1,20,5,1,66,237,2,20.86,500.0,0.4,24.5,22.9,0
167.14,8,3,5,1,48,605,2,27.65,500.0,6.04,20.8,11.9,0
131.47,15,15,4,0,64,614,1,10.0,500.0,13.15,5.8,11.2,0
50.83,11,20,2,0,41,69,5,17.32,500.0,2.93,2.1,10.4,0
4.72,18,7,5,1,51,119,4,14.49,500.0,0.33,9.6,32.7,0
8.8,14,6,0,0,46,83,4,10.0,500.0,0.88,33.1,29.9,0
83.42,6,4,1,0,37,78,5,10.0,500.0,8.34,0.9,16.1,0
12.27,1,0,5,1,30,315,2,26.02,500.0,0.47,7.2,15.6,0
196.11,12,19,6,1,57,634,3,11.63,500.0,16.86,9.4,14.9,0
163.45,12,4,3,0,43,96,0,38.8,500.0,4.21,34.1,31.1,0
104.86,2,16,3,0,37,115,4,10.0,500.0,10.49,4.2,30.8,0
15.74,0,6,2,0,38,492,2,10.0,500.0,1.57,24.5,11.0,0
9.44,10,11,6,1,18,25,3,10.0,500.0,0.94,16.7,47.1,0
16.68,14,2,3,0,40,70,2,18.74,500.0,0.89,14.3,21.3,0
2.43,12,20,3,0,38,36,1,30.21,500.0,0.08,0.2,26.8,0
9.42,11,8,3,0,33,29,4,10.0,500.0,0.94,2.3,2.9,0
39.83,5,0,1,0,37,813,2,12.68,500.0,3.14,2.1,33.8,0
22.33,7,13,0,0,27,201,3,16.62,500.0,1.34,4.5,12.7,0
102.94,3,20,2,0,28,204,4,17.49,500.0,5.89,14.3,16.1,0
304.26,14,22,0,0,63,25,2,10.0,500.0,30.43,7.3,18.6,0
49.89,15,5,4,0,58,1274,2,12.15,500.0,4.11,1.8,16.1,0
77.67,8,23,2,0,68,339,6,10.0,500.0,7.77,18.9,7.9,0
2.48,18,10,0,0,37,47,1,57.37,518.3,0.04,20.0,26.9,0
18.26,17,22,0,0,18,61,2,10.0,500.0,1.83,5.8,15.5,0
156.03,2,7,4,0,62,1117,2,23.58,500.0,6.62,24.4,40.8,0
